time,AHTTemperatureSensor,IRSensor,UVSensor
2024-04-08 13:59:07-04:00,25.3,65535,4.2
2024-04-08 13:59:08-04:00,25.3,65535,4.1
2024-04-08 13:59:09-04:00,25.3,65535,4.2
2024-04-08 13:59:10-04:00,25.3,65535,4.2
2024-04-08 13:59:11-04:00,25.4,65535,4.1
2024-04-08 13:59:12-04:00,25.5,65535,4.1
2024-04-08 13:59:13-04:00,25.5,65535,4.1
2024-04-08 13:59:14-04:00,25.6,65535,4.1
2024-04-08 13:59:15-04:00,25.7,65535,4.1
2024-04-08 13:59:16-04:00,25.5,65535,4.1
2024-04-08 13:59:17-04:00,25.6,65535,4.1
2024-04-08 13:59:18-04:00,25.6,65535,4.1
2024-04-08 13:59:19-04:00,25.6,65535,4.2
2024-04-08 13:59:20-04:00,25.7,65535,4.2
2024-04-08 13:59:21-04:00,25.7,65535,4.2
2024-04-08 13:59:22-04:00,25.7,65535,4.2
2024-04-08 13:59:23-04:00,25.8,65535,4.2
2024-04-08 13:59:24-04:00,25.9,65535,4.2
2024-04-08 13:59:25-04:00,26,65535,4.2
2024-04-08 13:59:26-04:00,26.1,65535,4.1
2024-04-08 13:59:27-04:00,26.1,65535,4.1
2024-04-08 13:59:28-04:00,25.9,65535,4.1
2024-04-08 13:59:29-04:00,25.7,65535,4.1
2024-04-08 13:59:31-04:00,25.6,65535,4.1
2024-04-08 13:59:32-04:00,25.7,65535,4.1
2024-04-08 13:59:33-04:00,25.8,65535,4.1
2024-04-08 13:59:34-04:00,25.8,65535,4.1
2024-04-08 13:59:35-04:00,25.9,65535,4.1
2024-04-08 13:59:36-04:00,25.9,65535,4.1
2024-04-08 13:59:37-04:00,25.8,65535,4.1
2024-04-08 13:59:38-04:00,25.7,65535,4.2
2024-04-08 13:59:39-04:00,25.6,65535,4.1
2024-04-08 13:59:40-04:00,25.6,65535,4.1
2024-04-08 13:59:41-04:00,25.5,65535,4.1
2024-04-08 13:59:42-04:00,25.3,65535,4.1
2024-04-08 13:59:43-04:00,25.4,65535,4.1
